classcode,species_definition,campus,method,survey_year,year,month,day,site,zone,transect,count,size,disease,depth,observer,notes,site_name_old
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,INNER,2,2,12,,5.9,KEEGAN BELL,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,INNER,2,1,14,,5.8,KEEGAN BELL,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,INNER,2,1,16,,5.8,KEEGAN BELL,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,INNER,2,1,17,,6.1,KEEGAN BELL,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,INNER,2,2,21,,5.8,KEEGAN BELL,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,INNER,2,2,25,,5.8,KEEGAN BELL,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,INNER,2,1,27,,5.8,KEEGAN BELL,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,INNER,2,1,29,,5.8,KEEGAN BELL,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,INNER,2,1,34,,5.8,KEEGAN BELL,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,INNER,2,1,35,,5.8,KEEGAN BELL,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,INNER,2,1,37,,6.1,KEEGAN BELL,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,INNER,2,1,50,,6.1,KEEGAN BELL,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,INNER,2,1,51,,6.1,KEEGAN BELL,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,INNER,2,1,52,,6.1,KEEGAN BELL,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,INNER,2,1,58,,5.8,KEEGAN BELL,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,MID,1,1,1,,9.8,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,MID,1,11,2,,9.4,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,MID,1,2,4,,9.4,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,MID,1,1,6,,8.8,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,MID,1,1,7,,9.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,MID,1,1,8,,8.8,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,MID,1,1,9,,9.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,MID,1,1,13,,8.8,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,MID,1,1,20,,9.8,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,MID,1,2,21,,8.9,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,MID,1,1,24,,9.8,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,MID,1,1,41,,8.8,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,MID,2,2,1,,9.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,MID,2,5,2,,9.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,MID,2,1,34,,9.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,MID,2,1,43,,9.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,OUTER,1,3,1,,11.6,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,OUTER,1,11,2,,11.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,OUTER,2,1,12,,12.5,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,OUTER,2,1,16,,12.5,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,OUTER,2,1,60,,12.5,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,8,23,IV_REEF_W,OUTER,2,1,155,,12.5,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,1,4,1,,8.8,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,1,20,2,,10.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,1,4,3,,11.3,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,1,7,4,,9.2,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,1,5,5,,9.3,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,1,5,6,,9.8,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,1,2,7,,9.2,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,1,2,8,,8.5,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,1,2,9,,8.5,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,1,2,11,,8.5,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,1,2,14,,8.5,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,1,1,15,,8.5,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,1,1,16,,9.8,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,5,1,,7.1,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,38,2,,7.4,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,2,3,,7.8,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,30,4,,7.5,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,2,5,,7.3,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,17,6,,7.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,2,7,,7.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,13,8,,7.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,3,9,,7.8,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,7,10,,7.5,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,2,11,,7.9,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,3,12,,7.5,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,2,13,,7.8,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,2,14,,7.4,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,1,18,,7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,1,19,,7.9,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,1,22,,7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,1,24,,7.9,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,2,26,,7.3,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,1,27,,7.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,2,28,,7.9,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,1,34,,7.9,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,INNER,2,1,46,,7.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,OUTER,1,2,2,,14.9,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,OUTER,2,8,2,,14,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,OUTER,2,2,3,,14.2,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,20,NAPLES_CEN,OUTER,2,2,4,,13.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_E,INNER,1,1,1,,13.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_E,INNER,1,3,2,,13.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_E,OUTER,2,4,1,,13.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_E,OUTER,2,3,2,,13.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_E,OUTER,2,1,3,,13.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_E,OUTER,2,1,4,,13.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,27,NAPLES_E,INNER,2,1,1,,12.2,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,27,NAPLES_E,INNER,2,1,2,,12.2,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,27,NAPLES_E,INNER,2,1,5,,12.2,KATIE DAVIS,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_W,INNER,1,1,1,,12.5,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_W,INNER,1,1,2,,12.5,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_W,INNER,1,2,4,,12.2,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_W,INNER,1,1,8,,11.9,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_W,INNER,2,5,1,,10.4,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_W,INNER,2,14,2,,10.9,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_W,INNER,2,1,3,,11.3,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_W,INNER,2,2,4,,11.3,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_W,INNER,2,3,6,,10.8,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_W,OUTER,1,2,1,,13.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_W,OUTER,1,1,2,,13.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_W,OUTER,1,1,6,,14,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_W,OUTER,2,2,1,,13.7,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_W,OUTER,2,3,2,,13.8,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,7,18,NAPLES_W,OUTER,2,1,3,,14,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,1,8,1,,6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,1,7,2,,5.9,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,1,2,3,,6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,1,1,4,,6.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,1,1,5,,6.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,1,3,6,,6.1,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,1,1,8,,5.5,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,1,1,13,,6.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,1,2,14,,6.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,1,1,15,,6.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,1,2,18,,6.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,1,1,20,,6.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,1,1,22,,6.4,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,1,1,50,,6.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,2,5,1,,4.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,2,15,2,,4.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,2,3,3,,4.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,2,4,4,,4.7,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,2,2,5,,4.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,INNER,2,1,7,,4.6,LAUREN PARKER,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,1,2,1,,9.3,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,1,4,4,,8.4,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,1,3,5,,9.2,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,1,1,7,,8.2,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,1,1,8,,8.2,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,1,2,14,,9.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,1,1,15,,9.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,1,1,22,,9.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,1,3,28,,9.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,1,1,29,,8.2,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,2,1,1,,10.4,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,2,1,2,,10.4,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,2,2,3,,10.4,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,2,2,4,,10.4,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,2,2,5,,10.4,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,2,3,6,,10.4,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,2,1,7,,10.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,2,3,8,,10.4,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,2,1,9,,10.4,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,2,1,10,,10.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,2,1,13,,10.4,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,2,1,14,,10.4,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,2,1,16,,10.4,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,2,1,18,,10.4,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,2,2,23,,10.4,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,2,1,27,,10.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,MID,2,1,34,,10.1,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,OUTER,1,1,1,,14.9,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,OUTER,1,1,2,,14,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,OUTER,1,1,8,,14,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,OUTER,1,1,11,,15.2,AVREY PARSONS-FIELD,,
MACPYRAD,Macrocystis pyrifera,UCSB,SBTL_SWATH_PISCO,2017,2017,6,28,SCI_CAVERN_POINT_E,OUTER,1,1,17,,15.2,AVREY PARSONS-FIELD,,
