classcode,species_definition,campus,method,survey_year,year,month,day,site,zone,transect,category,count,pct_cov,depth,observer,notes,site_name_old
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,MID,2,SUBSTRATE,27,90,12.2,HILLARY KRUMBHOLZ,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,OUTER,1,SUBSTRATE,24,80,19.8,HILLARY KRUMBHOLZ,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,OUTER,2,SUBSTRATE,26,86.7,20.1,HILLARY KRUMBHOLZ,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,INNER,1,SUBSTRATE,1,4.2,6.1,HILLARY KRUMBHOLZ,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,MID,2,SUBSTRATE,1,3.3,12.2,HILLARY KRUMBHOLZ,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,OUTER,1,SUBSTRATE,6,20,19.8,HILLARY KRUMBHOLZ,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,OUTER,2,SUBSTRATE,1,3.3,20.1,HILLARY KRUMBHOLZ,,
COB,Substrate: Cobble,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,OUTER,2,SUBSTRATE,1,3.3,20.1,HILLARY KRUMBHOLZ,,
HIREL,Vertical Relief: High,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,INNER,1,RELIEF,11,45.8,6.1,HILLARY KRUMBHOLZ,,
HIREL,Vertical Relief: High,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,MID,1,RELIEF,7,23.3,11.6,HILLARY KRUMBHOLZ,,
HIREL,Vertical Relief: High,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,MID,2,RELIEF,11,36.7,12.2,HILLARY KRUMBHOLZ,,
HIREL,Vertical Relief: High,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,OUTER,2,RELIEF,2,6.7,20.1,HILLARY KRUMBHOLZ,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,INNER,1,RELIEF,10,41.7,6.1,HILLARY KRUMBHOLZ,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,MID,1,RELIEF,10,33.3,11.6,HILLARY KRUMBHOLZ,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,MID,2,RELIEF,5,16.7,12.2,HILLARY KRUMBHOLZ,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,OUTER,2,RELIEF,4,13.3,20.1,HILLARY KRUMBHOLZ,,
SAND,Substrate: Sand,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,MID,1,SUBSTRATE,2,6.7,11.6,HILLARY KRUMBHOLZ,,
SAND,Substrate: Sand,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,MID,2,SUBSTRATE,2,6.7,12.2,HILLARY KRUMBHOLZ,,
SAND,Substrate: Sand,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,OUTER,2,SUBSTRATE,2,6.7,20.1,HILLARY KRUMBHOLZ,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,INNER,1,RELIEF,3,12.5,6.1,HILLARY KRUMBHOLZ,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,MID,1,RELIEF,13,43.3,11.6,HILLARY KRUMBHOLZ,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,MID,2,RELIEF,14,46.7,12.2,HILLARY KRUMBHOLZ,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,OUTER,1,RELIEF,30,100,19.8,HILLARY KRUMBHOLZ,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_MPA_3,OUTER,2,RELIEF,24,80,20.1,HILLARY KRUMBHOLZ,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,INNER,1,SUBSTRATE,15,50,6.1,KATE VYLET,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,INNER,2,SUBSTRATE,21,70,6.1,KATE VYLET,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,MID,1,SUBSTRATE,23,76.7,12.5,MICHAEL LANGHANS,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,MID,2,SUBSTRATE,15,50,12.8,MICHAEL LANGHANS,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,OUTER,1,SUBSTRATE,30,100,19.8,KATE VYLET,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,OUTER,2,SUBSTRATE,30,100,19.8,KATE VYLET,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,INNER,1,SUBSTRATE,1,3.3,6.1,KATE VYLET,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,INNER,2,SUBSTRATE,3,10,6.1,KATE VYLET,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,MID,1,SUBSTRATE,4,13.3,12.5,MICHAEL LANGHANS,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,MID,2,SUBSTRATE,10,33.3,12.8,MICHAEL LANGHANS,,
FLATREL,Vertical Relief: Flat,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,INNER,1,RELIEF,5,16.7,6.1,KATE VYLET,,
FLATREL,Vertical Relief: Flat,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,INNER,2,RELIEF,3,10,6.1,KATE VYLET,,
HIREL,Vertical Relief: High,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,OUTER,1,RELIEF,12,40,19.8,KATE VYLET,,
HIREL,Vertical Relief: High,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,OUTER,2,RELIEF,10,33.3,19.8,KATE VYLET,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,INNER,2,RELIEF,1,3.3,6.1,KATE VYLET,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,MID,1,RELIEF,1,3.3,12.5,MICHAEL LANGHANS,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,MID,2,RELIEF,11,36.7,12.8,MICHAEL LANGHANS,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,OUTER,1,RELIEF,17,56.7,19.8,KATE VYLET,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,OUTER,2,RELIEF,16,53.3,19.8,KATE VYLET,,
SAND,Substrate: Sand,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,INNER,1,SUBSTRATE,14,46.7,6.1,KATE VYLET,,
SAND,Substrate: Sand,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,INNER,2,SUBSTRATE,6,20,6.1,KATE VYLET,,
SAND,Substrate: Sand,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,MID,1,SUBSTRATE,3,10,12.5,MICHAEL LANGHANS,,
SAND,Substrate: Sand,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,MID,2,SUBSTRATE,5,16.7,12.8,MICHAEL LANGHANS,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,INNER,1,RELIEF,25,83.3,6.1,KATE VYLET,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,INNER,2,RELIEF,26,86.7,6.1,KATE VYLET,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,MID,1,RELIEF,29,96.7,12.5,MICHAEL LANGHANS,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,MID,2,RELIEF,19,63.3,12.8,MICHAEL LANGHANS,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,OUTER,1,RELIEF,1,3.3,19.8,KATE VYLET,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_MPA_4,OUTER,2,RELIEF,4,13.3,19.8,KATE VYLET,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,INNER,1,SUBSTRATE,28,93.3,7.3,JOSE AYALA,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,INNER,2,SUBSTRATE,28,93.3,7.3,JOSE AYALA,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,MID,1,SUBSTRATE,27,90,12.8,TRAVIS LEGGETT,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,MID,2,SUBSTRATE,29,96.7,13.1,TRAVIS LEGGETT,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,OUTER,1,SUBSTRATE,28,93.3,20.7,JOSE AYALA,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,OUTER,2,SUBSTRATE,23,76.7,20.1,JOSE AYALA,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,INNER,1,SUBSTRATE,1,3.3,7.3,JOSE AYALA,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,INNER,2,SUBSTRATE,2,6.7,7.3,JOSE AYALA,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,OUTER,2,SUBSTRATE,7,23.3,20.1,JOSE AYALA,,
COB,Substrate: Cobble,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,INNER,1,SUBSTRATE,1,3.3,7.3,JOSE AYALA,,
COB,Substrate: Cobble,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,MID,1,SUBSTRATE,2,6.7,12.8,TRAVIS LEGGETT,,
FLATREL,Vertical Relief: Flat,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,MID,1,RELIEF,3,10.3,12.8,TRAVIS LEGGETT,,
HIREL,Vertical Relief: High,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,INNER,1,RELIEF,1,3.3,7.3,JOSE AYALA,,
HIREL,Vertical Relief: High,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,INNER,2,RELIEF,6,20,7.3,JOSE AYALA,,
HIREL,Vertical Relief: High,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,MID,1,RELIEF,6,20.7,12.8,TRAVIS LEGGETT,,
HIREL,Vertical Relief: High,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,MID,2,RELIEF,6,20,13.1,TRAVIS LEGGETT,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,INNER,1,RELIEF,6,20,7.3,JOSE AYALA,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,INNER,2,RELIEF,9,30,7.3,JOSE AYALA,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,MID,1,RELIEF,9,31,12.8,TRAVIS LEGGETT,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,MID,2,RELIEF,7,23.3,13.1,TRAVIS LEGGETT,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,OUTER,1,RELIEF,9,30,20.7,JOSE AYALA,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,OUTER,2,RELIEF,3,10,20.1,JOSE AYALA,,
SAND,Substrate: Sand,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,MID,1,SUBSTRATE,1,3.3,12.8,TRAVIS LEGGETT,,
SAND,Substrate: Sand,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,MID,2,SUBSTRATE,1,3.3,13.1,TRAVIS LEGGETT,,
SAND,Substrate: Sand,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,OUTER,1,SUBSTRATE,2,6.7,20.7,JOSE AYALA,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,INNER,1,RELIEF,23,76.7,7.3,JOSE AYALA,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,INNER,2,RELIEF,15,50,7.3,JOSE AYALA,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,MID,1,RELIEF,11,37.9,12.8,TRAVIS LEGGETT,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,MID,2,RELIEF,17,56.7,13.1,TRAVIS LEGGETT,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,OUTER,1,RELIEF,21,70,20.7,JOSE AYALA,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,16,SAUNDERS_REFERENCE_1,OUTER,2,RELIEF,27,90,20.1,JOSE AYALA,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,INNER,1,SUBSTRATE,1,3.3,6.7,LUIS HERNANDEZ,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,INNER,2,SUBSTRATE,15,50,6.7,LUIS HERNANDEZ,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,MID,1,SUBSTRATE,29,96.7,12.2,LUIS HERNANDEZ,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,MID,2,SUBSTRATE,23,76.7,12.2,LUIS HERNANDEZ,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,OUTER,1,SUBSTRATE,26,86.7,17.1,LUIS HERNANDEZ,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,OUTER,2,SUBSTRATE,25,83.3,16.2,LUIS HERNANDEZ,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,INNER,1,SUBSTRATE,1,3.3,6.7,LUIS HERNANDEZ,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,INNER,2,SUBSTRATE,7,23.3,6.7,LUIS HERNANDEZ,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,MID,2,SUBSTRATE,4,13.3,12.2,LUIS HERNANDEZ,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,OUTER,1,SUBSTRATE,1,3.3,17.1,LUIS HERNANDEZ,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,OUTER,2,SUBSTRATE,3,10,16.2,LUIS HERNANDEZ,,
COB,Substrate: Cobble,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,INNER,1,SUBSTRATE,28,93.3,6.7,LUIS HERNANDEZ,,
COB,Substrate: Cobble,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,INNER,2,SUBSTRATE,8,26.7,6.7,LUIS HERNANDEZ,,
COB,Substrate: Cobble,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,MID,2,SUBSTRATE,3,10,12.2,LUIS HERNANDEZ,,
FLATREL,Vertical Relief: Flat,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,INNER,1,RELIEF,30,100,6.7,LUIS HERNANDEZ,,
HIREL,Vertical Relief: High,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,MID,1,RELIEF,12,41.4,12.2,LUIS HERNANDEZ,,
HIREL,Vertical Relief: High,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,MID,2,RELIEF,1,3.3,12.2,LUIS HERNANDEZ,,
HIREL,Vertical Relief: High,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,OUTER,1,RELIEF,1,3.3,17.1,LUIS HERNANDEZ,,
HIREL,Vertical Relief: High,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,OUTER,2,RELIEF,6,20,16.2,LUIS HERNANDEZ,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,INNER,2,RELIEF,6,20,6.7,LUIS HERNANDEZ,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,MID,1,RELIEF,10,34.5,12.2,LUIS HERNANDEZ,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,MID,2,RELIEF,13,43.3,12.2,LUIS HERNANDEZ,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,OUTER,1,RELIEF,17,56.7,17.1,LUIS HERNANDEZ,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,OUTER,2,RELIEF,14,46.7,16.2,LUIS HERNANDEZ,,
SAND,Substrate: Sand,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,MID,1,SUBSTRATE,1,3.3,12.2,LUIS HERNANDEZ,,
SAND,Substrate: Sand,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,OUTER,1,SUBSTRATE,3,10,17.1,LUIS HERNANDEZ,,
SAND,Substrate: Sand,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,OUTER,2,SUBSTRATE,2,6.7,16.2,LUIS HERNANDEZ,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,INNER,2,RELIEF,24,80,6.7,LUIS HERNANDEZ,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,MID,1,RELIEF,7,24.1,12.2,LUIS HERNANDEZ,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,MID,2,RELIEF,16,53.3,12.2,LUIS HERNANDEZ,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,OUTER,1,RELIEF,12,40,17.1,LUIS HERNANDEZ,,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,8,17,SAUNDERS_REFERENCE_2,OUTER,2,RELIEF,10,33.3,16.2,LUIS HERNANDEZ,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,INNER,1,SUBSTRATE,25,83.3,6.1,HILLARY KRUMBHOLZ,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,INNER,2,SUBSTRATE,23,76.7,6.1,HILLARY KRUMBHOLZ,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,MID,1,SUBSTRATE,18,60,10.7,HILLARY KRUMBHOLZ,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,MID,2,SUBSTRATE,22,73.3,10.7,HILLARY KRUMBHOLZ,,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,OUTER,1,SUBSTRATE,21,70,13.7,HILLARY KRUMBHOLZ,HEADING: WEAVE,
BEDRK,Substrate: Bedrock,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,OUTER,2,SUBSTRATE,19,63.3,13.7,HILLARY KRUMBHOLZ,HEADING: WEAVE,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,INNER,1,SUBSTRATE,4,13.3,6.1,HILLARY KRUMBHOLZ,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,INNER,2,SUBSTRATE,7,23.3,6.1,HILLARY KRUMBHOLZ,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,MID,1,SUBSTRATE,7,23.3,10.7,HILLARY KRUMBHOLZ,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,MID,2,SUBSTRATE,8,26.7,10.7,HILLARY KRUMBHOLZ,,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,OUTER,1,SUBSTRATE,2,6.7,13.7,HILLARY KRUMBHOLZ,HEADING: WEAVE,
BOULD,Substrate: Boulder,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,OUTER,2,SUBSTRATE,1,3.3,13.7,HILLARY KRUMBHOLZ,HEADING: WEAVE,
FLATREL,Vertical Relief: Flat,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,OUTER,1,RELIEF,4,13.3,13.7,HILLARY KRUMBHOLZ,HEADING: WEAVE,
FLATREL,Vertical Relief: Flat,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,OUTER,2,RELIEF,2,6.7,13.7,HILLARY KRUMBHOLZ,HEADING: WEAVE,
HIREL,Vertical Relief: High,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,INNER,2,RELIEF,6,20,6.1,HILLARY KRUMBHOLZ,,
HIREL,Vertical Relief: High,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,OUTER,1,RELIEF,1,3.3,13.7,HILLARY KRUMBHOLZ,HEADING: WEAVE,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,INNER,1,RELIEF,6,20,6.1,HILLARY KRUMBHOLZ,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,INNER,2,RELIEF,2,6.7,6.1,HILLARY KRUMBHOLZ,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,MID,1,RELIEF,2,6.7,10.7,HILLARY KRUMBHOLZ,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,MID,2,RELIEF,1,3.3,10.7,HILLARY KRUMBHOLZ,,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,OUTER,1,RELIEF,8,26.7,13.7,HILLARY KRUMBHOLZ,HEADING: WEAVE,
MODREL,Vertical Relief: Moderate,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,OUTER,2,RELIEF,2,6.7,13.7,HILLARY KRUMBHOLZ,HEADING: WEAVE,
SAND,Substrate: Sand,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,INNER,1,SUBSTRATE,1,3.3,6.1,HILLARY KRUMBHOLZ,,
SAND,Substrate: Sand,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,MID,1,SUBSTRATE,5,16.7,10.7,HILLARY KRUMBHOLZ,,
SAND,Substrate: Sand,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,OUTER,1,SUBSTRATE,7,23.3,13.7,HILLARY KRUMBHOLZ,HEADING: WEAVE,
SAND,Substrate: Sand,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,OUTER,2,SUBSTRATE,10,33.3,13.7,HILLARY KRUMBHOLZ,HEADING: WEAVE,
SLTREL,Vertical Relief: Slight,UCSC,SBTL_UPC_PISCO,2017,2017,6,30,SIREN,INNER,1,RELIEF,24,80,6.1,HILLARY KRUMBHOLZ,,
