data_type,group,pisco_classcode,high_abundance,ecologically_significant,cultural_significance,endangered_threatened,recreational_importance,commercial_importance,analysis_filter_1,analysis_filter_1_notes,cryptic,genus,species,common_name,ScientificName_accepted,Kingdom,Phylum,Class,Order,Family,size_cutoff,sampling_notes,juv_size_cutoff,WL_a,WL_b,WL_W_units,WL_L_units,WL_input_length,source_LW_LC,WL_Reference_Notes,LC.a._for_WL,LC.b._for_WL,LC_type_for_WL,LL_Reference_Notes_for_WL,LL_Equation_for_WL,Max_Length_fishbase,temporary copy of Targeted,Size_Mature_cm,SM_input_length,F_SM_Notes,source_maturity,No.Lat,So.Lat,source_biogeography,TrophicGroup,BroadTrophic,source_trophic,Targeted,CommercialTargeted,RecreationTargeted,notes_trophic_targeted,recreational_legal_size_in_TL_2020,commercial_legal_size_in_TL_2020,legal_size_in,yoy_size,yoy_code,Thermal grouping from UCSC 2012 biogeo,thermal_composite_class_from_Freedman_et_al_2021,thermal_agreement,source_thermal,feeding_mode,water_column_position,mobility,substrate_association,source_behavior,biomass_buster,F_Type_toupdate,F_a_toupdate,F_b_toupdate,F_L_units_toupdate,F_input_length_toupdate,L_conversion_toupdate,Description_toupdate,Output.units_toupdate,F_Citation_toupdate,source_fecundity_toupdate,fecundity_notes_toupdate
fish,fish,EMOR,,,,,,,,,,Engraulis,mordax,Northern Anchovy,Engraulis mordax,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,,,10,5.60E-06,2.984,g,mm,TL,VRG,RecFIN,,,,,,24.8,Targeted,,,,,53,23,VRG,planktivore,planktivore,PISCO Fish size_trophic_table,Targeted,,,Changed BroadTrophic to planktivore,,,,,,,Cool,Low,Freedman,filter feeder (active),roaming pelagic,mobile (>1000m),none (pelagic),PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,EWAL,,,,,,,,,,Ernogrammus,walkeri,Masked Prickleback,Ernogrammus walkeri,Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,,,10,1.45E-06,3.222401,g,mm,TL,VRG,used Xiphister mucosus,,,,,,28.8,Nontargeted,,,,,36,34,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,benthic micro-invertivore,carnivore,none,Nontargeted,,,"No diet info found, guess based on family",,,,,,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (1-10m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,GBY,,,,,,,,,,Sebastes,chrysomelas/carnatus young of year,Gopher and Black And Yellow Rockfish Young of Year,Sebastes chrysomelas/carnatus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,5,0.000172,2.6801,g,mm,SL,VRG,used Sebastes carnatus,1.2,0,REVERSE,FishBase,TL=1.12SL,15,Targeted,,,,,42,27,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1 (used maxima from all species,planktivore,planktivore,PISCO Fish size_trophic_table,Targeted,,,"Changed BroadTrophic to planktivore, changed to targeted",,,,10,KGB,,,,,discriminant predator,benthopelagic (near the bottom),mobile (10-100m),rock,PISCO species functional groups table (used KGB),0,,,,,,,,,,,
fish,fish,GELE,,,,,,,,,X,Gibbonsia,elegans,Spotted Kelpfish,Gibbonsia elegans,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,,,5,4.80E-06,3.2364,g,mm,SL,VRG,Williams et al. 2013,1.1532,-0.03716,REVERSE,Williams et al. 2013,TL= 1.1532 *SL + -0.3716,16,Nontargeted,,,,,35,24,VRG,benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,Used GIBB info,,,,,,,,,,discriminant predator,benthic (on/in the bottom),mobile (1-10m),algae,PISCO species functional groups table (used GIBB for family traits),0,,,,,,,,,,,
fish,fish,GGAL,,,,,,,,,,Galeorhinus,galeus,Tope Shark,Galeorhinus galeus,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,,,10,7.78E-06,2.9285,g,mm,TL,VRG,Williams et al. 2013,,,,,,193,Targeted,,,,,55,26,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,Changed to targeted,,,,,,,Cool,Low,Freedman,discriminant predator,roaming pelagic,mobile (>1000m),none (pelagic),PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,GIBB,,,,,,,,,X,Gibbonsia,spp,Kelpfish,Gibbonsia,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,,,10,4.80E-06,3.2364,g,mm,SL,VRG,used Gibbonsia elegans,1.1532,-0.03716,REVERSE,used Gibbonsia elegans,TL= 1.1532 *SL + -0.3716,24,Nontargeted,,,,,,,,benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Cool,Low,Freedman,discriminant predator,benthic (on/in the bottom),mobile (1-10m),algae,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,GMAE,,,,,,,,,,Gobiesox,maeandricus,Northern Clingfish,Gobiesox maeandricus,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,,,5,2.11E-05,3.035,g,mm,SL,VRG,used Gobiesox rhessodon (Williams et al. 2013),1.15,0.181,REVERSE,Wells 1979,TL=1.150SL+.181 (cm),6.4,Nontargeted,,,,,55,29,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,benthic micro-invertivore,carnivore,Fishbase,Nontargeted,,,,,,,,,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (1-10m),algae,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,GMOR,,,,,,,,,,Gymnothorax,mordax,California Moray,Gymnothorax mordax,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,,10,1.12E-06,3.42744,g,mm,SL,VRG,Quast 1968,0.983,0,TYPICAL,FishBase,SL=0.983TL,152,Nontargeted,,,,,34,25,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Warm,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,GNIG,South,South,,,,,,,,Girella,nigricans,Opaleye,Girella nigricans,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,,,10,1.45E-05,3.0492,g,mm,TL,VRG,RecFIN,,,,,,66,Nontargeted,,,,,37,22,VRG,herbivore,herbivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Warm,High,Freedman,discriminant predator,resident pelagic (upper water column),mobile (100-1000m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,GOBI,,,,,,,,,X,Gobiidae,spp,Gobies,Gobiidae,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,,1.5,3.20E-06,3.15,g,mm,TL,VRG,used Lepidogobius lepidus (RecFIN),,,,,,15,Nontargeted,,,,,,,,benthic micro-invertivore,carnivore,VRG,Nontargeted,,,,,,,,,,,,,discriminant predator,benthic (on/in the bottom),mobile (1-10m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,HANA,,,,,,,,,,Hyperprosopon,anale,Spotfin Surfperch,Hyperprosopon anale,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,,,5,3.56E-07,3.717,g,mm,TL,VRG,RecFIN,,,,,,20,Nontargeted,,,,,44,29,VRG,benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Cool,Moderate,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (100-1000m),soft,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,HARG,,,,,,,,,,Hyperprosopon,argenteum,Walleye Surfperch,Hyperprosopon argenteum,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,,,5,1.00E-05,3.2295,g,mm,SL,VRG,Miller et al. 2008,1.179,0,REVERSE,FishBase,TL=1.179SL,30,Nontargeted,,,,,50,28,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Eurythermal,Low,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (>1000m),soft,PISCO species functional groups table,0,,-9.0024,0.1352,?,SL,?,linear F=a+b*L,,,Length_Fecundity from CAMEO Kelpforest database,
fish,fish,KAZU,,,,,,,,,,Hermosilla,azurea,Zebra-Perch Sea Chub,Hermosilla azurea,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,,,10,1.14E-05,3.2055,g,mm,SL,VRG,Williams et al. 2013,1.145,0,REVERSE,FishBase,TL = 1.145*SL,45,Nontargeted,,,,,36,23,VRG,herbivore,herbivore,VRG,Nontargeted,,,,,,,,,,Warm,High,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (100-1000m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,BCAL,,,,,,,,,,Haemulon,californiensis,Californian Salema,Haemulon californiensis,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,,,10,1.07E-05,2.91,g,mm,TL,VRG,RecFIN,,,,,,30,Targeted,,,,,36,-10,VRG,planktivore,planktivore,VRG,Targeted,,,,,,,,,,Warm,High,Freedman,discriminant predator,roaming pelagic,mobile (100-1000m),none (pelagic),PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,HCAR,,,,,,,,,,Hypsurus,caryi,Rainbow Surfperch,Hypsurus caryi,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,,,10,2.00E-05,3.051,g,mm,SL,VRG,Miller et al. 2008,1.222,0,REVERSE,FishBase,TL=1.222SL,30,Nontargeted,,,,,40,31,VRG,benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Cool,Low,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,-15.18,0.154,?,SL,,linear F=a+b*L,,,Length_Fecundity from CAMEO Kelpforest database,
fish,fish,HDEC,"North, Central",,,,"North, Central","North, Central",,,,Hexagrammos,decagrammus,Kelp Greenling,Hexagrammos decagrammus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,,,10,3.56E-06,3.221,g,mm,TL,VRG,Moulton et al. 1977,,,,,,61,Targeted,31.6,TL,Rothrock 1973,PISCO SAS code,55,32,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,benthic macro-invertivore,carnivore,PISCO Fish size_trophic_table,Targeted,,,,12,12,12,,,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,HELL,,,,,,,,,,Hyperprosopon,ellipticum,Silver Surfperch,Hyperprosopon ellipticum,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,,,5,4.70E-06,3.227,g,mm,TL,VRG,Wydoski and Bennett 1973,,,,,,27,Nontargeted,,,,,50,29,VRG,benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Cool,High,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (100-1000m),sand-rock,PISCO species functional groups table,0,,-25.8,0.229,?,SL,,linear F=a+b*L,,,Length_Fecundity from CAMEO Kelpforest database,
fish,fish,HEXA,,,,,,,,,,Hexagrammos,spp,Unidentified Hexagrammos,Hexagrammos,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,,,10,3.56E-06,3.221,g,mm,TL,VRG,used Hexagrammos decagrammus (Moulton et al. 1977),,,,,,61,Targeted,,,,,,,,benthic macro-invertivore,carnivore,PISCO Fish size_trophic_table,Targeted,,,Used HDEC info,,,,,,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,HFRA,,,,,,,,,,Heterodontus,francisci,Horn Shark,Heterodontus francisci,Animalia,Chordata,Elasmobranchii,Heterodontiformes,Heterodontidae,,,10,1.18E-05,2.9431,g,mm,TL,VRG,Williams et al. 2013,,,,,,122,Nontargeted,,,,,36,24,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,benthic macro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Warm,Moderate,Freedman,discriminant predator,benthic (on/in the bottom),mobile (100-1000m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,HGRI,,,,,,,,,,Hexanchus,griseus,Sixgill shark,Hexanchus griseus,Animalia,Chordata,Elasmobranchii,Hexanchiformes,Hexanchidae,,,10,0.0135,3,g,cm,TL,VRG,Crawford 1993,,,,,,482,Targeted,,,,,55,31,VRG,piscivore,piscivore,Love 2011,Targeted,,,,,,,,,,,,,discriminant predator,benthopelagic (near the bottom),mobile (1-10m),none (pelagic),Fishbase,1,,,,,,,,,,,
fish,fish,HHEM,,,,,,,,,,Hemilepidotus,hemilepidotus,Red Irish Lord,Hemilepidotus hemilepidotus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,,,10,3.58E-08,2.896,kg,mm,TL,VRG,RecFIN,,,,,,51,Nontargeted,,,,,57,36,VRG,benthic macro-invertivore,carnivore,Love 2011,Nontargeted,,,,,,,,,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,HLAG,,,,,,,,,,Hexagrammos,lagocephalus,Rock Greenling,Hexagrammos lagocephalus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,,,10,2.60E-08,2.8928,kg,mm,TL,VRG,RecFIN,,,,,,61,Targeted,35.5,,,fishbase,66,34,Fishbase,benthic macro-invertivore,carnivore,PISCO Fish size_trophic_table,Targeted,,,,12,12,12,,,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,HROS,,,,,,,,,,Heterostichus,rostratus,Giant Kelpfish,Heterostichus rostratus,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,,,10,3.97E-06,3.168,g,mm,SL,VRG,Williams et al. 2013,1.132,0.12311,REVERSE,Williams et al. 2013,TL= 1.132 *SL + 1.2311,61,Nontargeted,,,,,53,22,VRG,benthic macro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Eurythermal,Low,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),algae,PISCO species functional groups table,0,,5,5,?,SL,NEED TO UPDATE,power law F=a*L^b,,,Length_Fecundity from CAMEO Kelpforest database,
fish,fish,HRUB,South,,South,,,,,,,Hypsypops,rubicundus,Garibaldi,Hypsypops rubicundus,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,,10,3.07E-05,3.1093,g,mm,SL,VRG,Williams et al. 2013,1.213,0,REVERSE,FishBase,TL=1.213SL,30,Nontargeted,21.7,TL,Size at first repro 21.7 cm (Clarke 1970),VRG,36,24,VRG,benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Warm,High,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (1-10m),rock,PISCO species functional groups table,0,NS,NA,NA,NA,NA,,35eggs/g in each batch for fish over 21.7cm TL,# eggs,Demartini 1994,VRG,
fish,fish,HSEM,,,,,,,,,,Halichoeres,semicinctus,Rock Wrasse,Halichoeres semicinctus,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,,10,4.50E-06,3.16,g,mm,TL,VRG,RecFIN,,,,,,38,Nontargeted,,,,,34,23,VRG,benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,5,HSEMYOY,,Warm,High,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,HSPI,,,,,,,,,,Hemilepidotus,spinosus,Brown Irish Lord,Hemilepidotus spinosus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,,,10,3.58E-05,2.9,g,mm,TL,VRG,used LHIR,,,,,,29,Nontargeted,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
fish,fish,HSTE,,,,,,,,,,Hexagrammos,stelleri,Whitespotted Greenling,Hexagrammos stelleri,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,,,10,3.56E-06,3.221,g,mm,TL,VRG,used Hexagrammos decagrammus (Moulton et al. 1977),,,,,,61,Targeted,,,,,63,48,Estimated from Fishbase native range map,benthic macro-invertivore,carnivore,Fishbase,Targeted,,,,,,,,,,,,,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,JZON,,,,,,,,,X,Jordania,zonope,Longfin Sculpin,Jordania zonope,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,,,5,6.11E-06,3.022,g,mm,TL,VRG,Moulton et al. 1977,,,,,,15,Nontargeted,,,,,50,34,VRG,benthic micro-invertivore,carnivore,Love 2011,Nontargeted,,,,,,,,,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,KGB,,,,,,,,,,Sebastes,"atrovirens,carnatus,chrysomelas,caurinus","Kelp, Gopher, Black And Yellow, and Copper Rockfish Young of Year",Sebastes atrovirens/carnatus/chrysomelas/caurinus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,0.0239,2.862,g,cm,TL,VRG,used Sebastes atrovirens (Lea et al. 1999),,,,,,15,Targeted,,,,,60,27,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1 (used maxima from both species,planktivore,planktivore,PISCO Fish size_trophic_table,Targeted,,,"Changed BroadTrophic to planktivore, changed to targeted",,,,10,KGB,,,,,discriminant predator,benthopelagic (near the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,KSEI,,,,,,,,,X,Kasatkia,seigeli,Six-Spot Prickleback,Kasatkia seigeli,Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,,,3,1.45E-06,3.222401,g,mm,TL,VRG,used Xiphister mucosus,,,,,,8.2,Nontargeted,,,,,42,29,Estimated from Fishbase native range map,benthic micro-invertivore,carnivore,none,Nontargeted,,,"no diet info found, guess based on family",,,,,,,Cool,Low,Freedman,discriminant predator,benthic (on/in the bottom),mobile (1-10m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,LARM,,,,,,,,,,Leptocottus,armatus,Pacific Staghorn Sculpin,Leptocottus armatus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,,,10,2.32E-05,2.9773,g,mm,SL,VRG,Williams et al. 2013,1.1649,0.06291,REVERSE,Williams et al. 2013,TL= 1.1649 *SL + 0.6291,46,Nontargeted,,,,,56,30,VRG,benthic micro-invertivore,carnivore,Love 2011,Nontargeted,,,,,,,,,,,,,discriminant predator,benthic (on/in the bottom),mobile (10-100m),sand-rock,Fishbase (used mobility from LHIR),0,,,,,,,,,,,
fish,fish,LCON,,,,,,,,,,Lethops,connectens,"Kelp Goby, Halfblind Goby",Lethops connectens,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,,1.5,6.28E-06,3.2635,g,mm,SL,VRG,used Rhinogobiops nicholsii,0.8355,-0.0725,TYPICAL,,(SL = aTL+b)cm,6.4,Nontargeted,,,,,36,31,VRG,benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Warm,Moderate,Freedman,discriminant predator,resident pelagic (upper water column),mobile (10-100m),none (pelagic),PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,LDAL,,,,,,,,,X,Lythrypnus,dalli,Bluebanded Goby,Lythrypnus dalli,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,,1.5,0.00992,2.97336,g,cm,TL,VRG,Balart et al. 2006,,,,,,6.4,Nontargeted,,,,,36,23,VRG,planktivore,planktivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Warm,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (0-1m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,LHIR,,,,,,,,,,Leiocottus,hirundo,Lavender Sculpin,Leiocottus hirundo,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,,,10,3.58E-05,2.9,g,mm,TL,VRG,RecFIN,,,,,,25,Nontargeted,,,,,34,31,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Warm,Low,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,LIPA,,,,,,,,,X,Liparis,spp,Snailfish,Liparis,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,,,10,8.16E-06,3.09,g,mm,SL,VRG,used Careproctus melanurus,1.126,0,REVERSE,used Careproctus melanurus,TL=1.126SL,20,Nontargeted,,,,,60,29,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1 (used maxima from species listed in table),benthic micro-invertivore,carnivore,Love 2011,Nontargeted,,,,,,,,,,,,,discriminant predator,benthic (on/in the bottom),mobile (1-10m),algae,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,LLEP,,,,,,,,,X,Lepidogobius,lepidus,Bay Goby,Lepidogobius lepidus,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,,3,3.20E-09,3.15,kg,mm,TL,VRG,RecFIN,,,,,,10,Nontargeted,,,,,50,28,VRG,benthic micro-invertivore,carnivore,Love 2011,Nontargeted,,,,,,,,,,Cool,Low,Freedman,discriminant predator,benthic (on/in the bottom),mobile (0-1m),soft,"Grossman et al. 1980, Fishbase (used mobility for GOBI from PISCO table, known to occupy burrows)",0,,,,,,,,,,,
fish,fish,LMUC,,,,,,,,,X,Liparis,mucosus,Slimy Snailfish,Liparis mucosus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,,,1.5,8.16E-06,3.09,g,mm,SL,VRG,used Careproctus melanurus,1.126,0,REVERSE,used Careproctus melanurus,TL=1.126SL,13,Nontargeted,,,,,50,29,VRG,benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (1-10m),algae,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,LZEB,,,,,,,,,X,Lythrypnus,zebra,Zebra Goby,Lythrypnus zebra,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,,1.5,0.009051,3.101332,g,cm,TL,VRG,used Lythrypnus dalli,,,,,,5.7,Nontargeted,,,,,36,18,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,planktivore,planktivore,VRG,Nontargeted,,,,,,,,,,Warm,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (0-1m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,LXAN,,,,,,,,,,Labrisomus,xanti,Largemouth Blenny,Labrisomus xanti,Animalia,Chordata,Actinopterygii,Blenniiformes,Labrisomidae,,,5,0.008303,3.089217,g,cm,TL,VRG,used AHOL,,,,,,17.8,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,fish,MCAL,,,,,,,,,,Medialuna,californiensis,Halfmoon,Medialuna californiensis,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,,,10,0.019562,2.962829,g,cm,TL,VRG,Love unpublished data,,,,,,48,Nontargeted,,,,,41,23,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,herbivore,herbivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Warm,High,Freedman,discriminant predator,resident pelagic (upper water column),mobile (100-1000m),none (pelagic),PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,MCEP,,,,,,,,,,Mugil,cephalus,Mullet,Mugil cephalus,Animalia,Chordata,Actinopterygii,Perciformes,Mugilidae,,,10,2.96E-05,2.9301,g,mm,SL,VRG,Williams et al. 2013,1.23,0.4,REVERSE,Ruiz-Campos et al. 2006,,100,Targeted,,,,,36,0,VRG,detritivore,herbivore,PISCO Fish size_trophic_table,Targeted,,,,,,,,,,,,,deposit feeder,benthopelagic (near the bottom),mobile (>1000m),soft,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,MMIN,,,,,,,,,,Micrometrus,minimus,Dwarf Surfperch,Micrometrus minimus,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,,,5,2.91E-05,3.0198,g,mm,SL,VRG,Williams et al. 2013,1.1887,0.33526,REVERSE,Williams et al. 2013,TL= 1.1887 *SL + 3.3526,16,Nontargeted,,,,,38,28,VRG,benthic micro-invertivore,carnivore,VRG,Nontargeted,,,,,,,,,,Warm,High,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (100-1000m),sand-rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,MMOL,,,,,,,,,,Mola,mola,Ocean Sunfish,Mola mola,Animalia,Chordata,Actinopterygii,Tetradontiformes,Molidae,,,10,0.0454,3.0496,g,cm,TL,VRG,Coull et al. 1989,,,,,,333,Nontargeted,,,,,55,0,VRG,planktivore,planktivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Eurythermal,Low,Freedman,discriminant predator,roaming pelagic,mobile (>1000m),none (pelagic),PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,MXEN,,,,,,,,,,Mycteroperca,xenarcha,Broomtail Grouper,Mycteroperca xenarcha,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,,10,2.59E-05,2.96,g,mm,TL,VRG,RecFIN,,,,,,150,Targeted,,,,,37,-5,VRG,piscivore,piscivore,VRG,Targeted,,,,,,,,,,,,,discriminant predator,benthopelagic (near the bottom),mobile (>1000m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,NBLA,,,,,,,,,,Neoclinus,blanchardi,Sarcastic Fringehead,Neoclinus blanchardi,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,,,10,0.009,3.003,g,cm,TL,VRG,Love unpublished- Love 2011,,,,,,30,Nontargeted,,,,,37,28,VRG,benthic micro-invertivore,carnivore,VRG,Nontargeted,,,,,,,,,,Warm,Low,Freedman,discriminant predator,benthic (on/in the bottom),mobile (1-10m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,NCEP,,,,,,,,,,Notorynchus,cepedianus,Broadnose Sevengill Shark,Notorynchus cepedianus,Animalia,Chordata,Elasmobranchii,Hexanchiformes,Hexanchidae,,,10,8.61E-07,3.2152,g,mm,TL,VRG,Williams et al. 2013,,,,,,300,Targeted,,,,,53,24,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,piscivore,piscivore,VRG,Targeted,,,,,,,,,,Eurythermal,Low,Freedman,discriminant predator,roaming pelagic,mobile (>1000m),none (pelagic),PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,NSTE,,,,,,,,,X,Neoclinus,stephensae,Yellowfin Fringehead,Neoclinus stephensae,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,,,10,0.0095,2.824,g,cm,TL,VRG,Love unpublished- Love 2011,,,,,,10,Nontargeted,,,,,36,27,VRG,benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Warm,Moderate,Freedman,discriminant predator,benthic (on/in the bottom),mobile (1-10m),rock,PISCO species functional groups table,0,,,,,,,,,,,
